video_id,execution_date,channel_id,channel_name,title,content_format,views_delta,engagement_rate,comment_rate,video_age_days,duration_bucket,alpha_score,opportunity_score,trend_burst_score,evergreen_score,packaging_problem_score,metric_confidence_score,channel_momentum_score,channel_relative_success_score,title_length_chars,has_number,has_question,has_ai_word,has_finance_word,metadata_changed
lVXqoJZ6634,2026-05-18T12:49:30.314781+00:00,UClHVl2N3jPEbkNJVx-ItQIQ,HealthyGamerGG,This Is How You Rank Up In Relationships,shorts,4236.0,0.050684,0.000645,1.617226,short,71.411061,71.335211,54.222286,,31.396966,73.0,36.057692,59.067637,40.0,False,False,False,False,False
Bb_wRoqiBzY,2026-05-18T12:49:30.314781+00:00,UCoMdktPbSTixAyNGwb-UYkQ,Sky News,Spitfire could return to production,shorts,4219.0,0.011568,0.001112,0.89145,short,65.881584,67.747003,56.061096,,3.231441,91.5,36.057692,93.4519,35.0,False,False,False,False,False
ODTY-1-DVyE,2026-05-18T12:49:30.314781+00:00,UCBYyJBCtCvgqA4NwtoPMwpQ,The Wild Project,El podcast más tenso de la historia de The Wild Project,shorts,4214.0,0.022026,0.000746,2.908939,short,69.730286,60.791884,47.388804,,13.683624,52.0,36.057692,46.72595,55.0,False,False,False,False,True
HI5_RnjEGNg,2026-05-18T12:49:30.314781+00:00,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,He Sold $4 MILLION Worth of Construction Work,shorts,4191.0,0.023813,0.000437,8.617538,short,55.258923,50.724479,,,8.258387,100.0,86.538462,47.237941,45.0,True,False,False,False,False
xztx-R9DyN4,2026-05-18T12:49:30.314781+00:00,UCz8QaiQxApLq8sLNcszYyJw,Firstpost,Indian Worker Killed in Drone Attack in Moscow,shorts,4191.0,0.008447,0.000487,0.904309,short,59.519845,57.666862,49.123846,,0.0,100.0,36.057692,72.109943,46.0,False,False,False,False,False
bZbgc4GuFqc,2026-05-18T12:49:30.314781+00:00,UC8p1vwvWtl6T73JiExfWs1g,CBS News,5 Italian tourists killed in Maldives during scuba diving accident #shorts,shorts,4173.0,0.012225,0.001687,1.392087,mid,64.264741,65.258929,56.303298,,11.026234,100.0,36.057692,87.900835,74.0,True,False,False,False,False
t6yC3GClzQw,2026-05-18T12:49:30.314781+00:00,UC16niRr50-MSBwiO3YDb3RA,BBC News,'This is beyond the Oscar': John Travolta wins surprise award. #CannesFilmFestival #Shorts #BBCNews,shorts,4170.0,0.015853,0.001115,2.086358,short,65.884878,67.60349,54.179707,,15.190342,100.0,36.057692,90.029642,99.0,False,False,False,False,False
8QsAx7s9PmQ,2026-05-18T12:49:30.314781+00:00,UCQHX6ViZmPsWiYSFAyS0a3Q,GothamChess,Please stop,shorts,4167.0,0.023937,0.000317,27.492643,short,48.175202,40.725914,,,7.014492,100.0,87.5,30.503907,11.0,False,False,False,False,False
x3Kbfn48tyk,2026-05-18T12:49:30.314781+00:00,UCurvRE5fGcdUgCYWgh-BDsg,DAZN Boxing,Dave Allen & Filip Hrgovic will go for it early. Who have you got?! 👀🍿,shorts,4157.0,0.006146,0.000722,2.001717,short,58.771792,57.955091,48.937128,,0.0,100.0,36.057692,82.376718,70.0,False,True,False,False,False
uDi8fXq0keY,2026-05-18T12:49:30.314781+00:00,UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,"""How Do I Grow My Startup?""",shorts,4151.0,0.032488,0.000105,1.741138,short,75.476799,80.206349,62.892526,,13.586127,100.0,89.423077,96.146591,27.0,False,True,False,False,False
2ln3wR9wymI,2026-05-18T12:49:30.314781+00:00,UCTHaNTsP7hsVgBxARZTuajw,LUZU TV,17 de mayo de 2026,shorts,4106.0,0.01328,0.0,0.861659,short,65.952628,67.299249,47.981514,,0.0,100.0,36.057692,87.604419,18.0,True,False,False,False,False
AvxFr8lBnVI,2026-05-18T12:49:30.314781+00:00,UCQHX6ViZmPsWiYSFAyS0a3Q,GothamChess,Checkmate in 1,shorts,4104.0,0.020656,0.000163,8.912851,short,50.304379,43.068843,,,0.0,100.0,87.5,30.315279,14.0,True,False,False,False,False
g2q1PgXHeqk,2026-05-18T12:49:30.314781+00:00,UCJ5v_MCY6GNUBTO8-D3XoAg,WWE,The last thing you want to do is get on Jacob Fatu's bad side... 🫣,shorts,4085.0,0.045188,0.000979,4.916601,short,66.136229,65.194046,54.52578,,41.015211,100.0,36.057692,58.986796,66.0,False,False,False,False,False
2fEg7w9hEOU,2026-05-18T12:49:30.314781+00:00,UC8p1vwvWtl6T73JiExfWs1g,CBS News,Sailors aboard USS Gerald R. Ford return home after record deployment #shorts,shorts,4068.0,0.012589,0.000508,1.385096,short,64.499646,65.591957,51.080633,,1.464813,100.0,36.057692,87.658313,77.0,False,False,False,False,False
zXrz8u2_8go,2026-05-18T12:49:30.314781+00:00,UCupvZG-5ko_eiXAupbDfxWw,CNN,Millions of Epstein file pages printed into books,shorts,4022.0,0.067978,0.005175,5.932735,short,71.630473,74.452853,56.839834,,59.218235,100.0,36.057692,82.107249,49.0,False,False,False,False,False
ol1raCzz8Ic,2026-05-18T12:49:30.314781+00:00,UC8p1vwvWtl6T73JiExfWs1g,CBS News,Quarantined American from hantavirus cruise ship gets emotional over lack of human contact #shorts,shorts,4005.0,0.011573,0.001938,2.45461,mid,61.882908,62.453549,54.104984,,9.780124,100.0,36.057692,87.469685,98.0,False,False,False,False,False
4WtgGJt3-YE,2026-05-18T12:49:30.314781+00:00,UCcgVECVN4OKV6DH1jLkqmcA,Jake Paul,We manifested it fr that’s my dawg,shorts,4001.0,0.024196,0.000353,3.117666,short,60.264892,56.489093,54.44575,,12.950427,58.0,36.057692,45.782808,34.0,False,False,False,False,False
Qc11sIp3nR8,2026-05-18T12:49:30.314781+00:00,UCQHX6ViZmPsWiYSFAyS0a3Q,GothamChess,WHAT IS THIS,shorts,3990.0,0.032891,0.000266,8.010073,short,55.866106,49.942522,,,22.109373,100.0,87.5,29.884128,12.0,False,False,False,False,False
5mKJxyVZ52U,2026-05-18T12:49:30.314781+00:00,UCUsm-fannqOY02PNN67C0KA,NMás,Pastores llevan a una enorme manada de renos a una zona verde para alimentarlos,shorts,3971.0,0.029716,0.000426,0.659332,short,75.833156,80.234581,56.772855,,26.530322,100.0,36.057692,93.209378,79.0,False,False,False,False,False
qlZExUJlYmw,2026-05-18T12:49:30.314781+00:00,UCurvRE5fGcdUgCYWgh-BDsg,DAZN Boxing,"""He Gave Me The Hardest Punch I've Received In My Career!"" That's some admission from Filip Hrgovic",shorts,3967.0,0.009024,0.00084,3.866751,short,57.185921,56.237876,55.585951,,0.0,100.0,36.057692,82.053355,99.0,False,False,False,False,False
3eMutucaRqY,2026-05-18T12:49:30.314781+00:00,UCTv-XvfzLX3i4IGWAm4sbmA,LALIGA EA SPORTS,𝑅𝑎𝑝ℎ𝑎𝑒𝑙 𝐷𝑖𝑎𝑠 𝐵𝑒𝑙𝑙𝑜𝑙𝑖. ✨🇧🇷,shorts,3950.0,0.060402,0.00063,0.696497,short,80.056892,85.33771,60.235362,,42.323692,100.0,36.057692,91.2692,25.0,False,False,False,False,False
pWJ0RKNPE2A,2026-05-18T12:49:30.314781+00:00,UC16niRr50-MSBwiO3YDb3RA,BBC News,UK Eurovision act Look Mum No Computer isn't afraid of ‘nil points’. #bbcnews,shorts,3947.0,0.008694,0.000825,2.971265,short,59.610753,59.928614,48.815629,,0.0,100.0,36.057692,89.544597,77.0,False,False,False,False,False
S0WQP5GeTZs,2026-05-18T12:49:30.314781+00:00,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,Husband Spends $200 a Day at The GAS STATION,shorts,3930.0,0.025416,0.000764,23.617457,short,51.767543,46.710871,,,16.448244,100.0,86.538462,46.160065,44.0,True,False,False,False,False
oYzYAPNfnx0,2026-05-18T12:49:30.314781+00:00,UCvCfpQXRXdJdL07pzTIA6Cw,Kai Cenat Live,Kai Cenat Reveals Where His Suit Is From 😮,shorts,3924.0,0.028744,0.000743,3.928383,short,53.587628,44.533976,55.0274,,26.49258,82.0,36.057692,3.826462,42.0,False,False,False,False,False
oIqydCvxWBI,2026-05-18T12:49:30.314781+00:00,UCTrQ7HXWRRxr7OsOtodr2_w,Channel 4 News,Police identify three women who drowned off Brighton coast,shorts,3917.0,0.007347,0.001802,4.014344,short,58.707831,59.467927,57.598001,,0.0,100.0,36.057692,94.745352,58.0,False,False,False,False,False
DYkyYUjOZTk,2026-05-18T12:49:30.314781+00:00,UCWBWgCD4oAqT3hUeq40SCUw,Sambucha,Movie Scenes That Were Improvised,shorts,3888.0,0.051261,0.000274,22.732295,short,57.666552,54.143196,,,27.040725,100.0,90.865385,46.645109,33.0,False,False,False,False,False
AuE0FsEHA4o,2026-05-18T12:49:30.314781+00:00,UC16niRr50-MSBwiO3YDb3RA,BBC News,People 'feel like they've been left behind' at Unite the Kingdom rally. #Protest #UK #BBCNews,shorts,3874.0,0.024608,0.009354,1.888244,short,70.651619,73.612081,61.936744,,41.517172,100.0,36.057692,89.409863,93.0,False,False,False,False,False
VsRYoz1QaHY,2026-05-18T12:49:30.314781+00:00,UCK1i2UviaXLUNrZlAFpw_jA,El Reino Infantil,¿Qué tan rápido puedo ir? #Shorts #Loolookids,shorts,3871.0,0.008623,0.0,6.908765,short,45.812876,38.348987,46.756882,,0.0,49.0,36.057692,38.668822,45.0,False,True,False,False,False
aqPlGUMoGF4,2026-05-18T12:49:30.314781+00:00,UCq-Fj5jknLsUf-MWSy4_brA,T-Series,The Magical ✨ Voice of Ayushmann Khurrana😍 | Dil Waale Chor Reprise | Pati Patni Aur Woh Do,shorts,3843.0,0.009363,0.000204,3.369633,short,55.327529,52.599809,52.857347,,0.0,78.25,36.057692,69.064942,91.0,False,False,False,False,False
AS3d8us2-T8,2026-05-18T12:49:30.314781+00:00,UCoLrcjPV5PbUrUyXq5mjc_A,MLB,Sisterhood is nice and all but hands off my foul ball ❤️,shorts,3841.0,0.018348,0.000333,0.888453,short,68.129414,69.862435,51.801921,,0.1556,100.0,36.057692,84.721099,56.0,False,False,False,False,False
HxYnjRN1LjQ,2026-05-18T12:49:30.314781+00:00,UCiWLfSweyRNmLpgEHekhoAg,ESPN,One of the greatest comebacks you’ll ever see 😳,shorts,3817.0,0.017558,0.000567,1.556994,short,68.181441,70.894435,53.062005,,9.842424,100.0,36.057692,93.236324,47.0,False,False,False,False,False
3JwFu5ubytw,2026-05-18T12:49:30.314781+00:00,UCupvZG-5ko_eiXAupbDfxWw,CNN,‘I could get used to this’: Trump admires Xi's garden,shorts,3809.0,0.010566,0.001559,3.233175,short,58.821663,58.25886,58.487587,,0.0,100.0,36.057692,81.595257,53.0,False,False,False,False,False
WfvTaIkUku8,2026-05-18T12:49:30.314781+00:00,UCBYyJBCtCvgqA4NwtoPMwpQ,The Wild Project,¿Quién ganaría en una cabina telefónica?,shorts,3793.0,0.019725,0.000459,0.987469,short,71.029268,62.195623,48.640493,,4.575102,52.0,36.057692,44.947454,40.0,False,True,False,False,True
fKFVq54SL0s,2026-05-18T12:49:30.314781+00:00,UCFxHplbcoJK9m70c4VyTIxg,MILENIO,Claudia Sheinbaum responde al presunto bloqueo de cuentas de Rocha Moya,shorts,3793.0,0.007962,0.000854,2.533788,short,60.165516,60.828533,49.803751,,0.0,100.0,36.057692,91.323094,71.0,False,False,False,False,False
4q7fYC4Ajr0,2026-05-18T12:49:30.314781+00:00,UCujyjxsq5FZNVnQro51zKSQ,fuslie,"Stable Ronaldo explains a ""sonion"" 😭😭😭",shorts,3790.0,0.018602,0.000397,2.909298,short,58.169211,54.353922,44.160437,,0.0,61.0,36.057692,50.107788,38.0,False,False,False,False,False
2bKRWnoEzik,2026-05-18T12:49:30.314781+00:00,UClHVl2N3jPEbkNJVx-ItQIQ,HealthyGamerGG,The Cool Thing About Flirting,shorts,3782.0,0.056312,0.00229,3.909309,mid,67.815557,67.147176,58.192577,,46.674842,73.0,36.057692,57.127459,29.0,False,False,False,False,False
74sknr8_lpQ,2026-05-18T12:49:30.314781+00:00,UCvgfXK4nTYKudb0rFR6noLA,UFC,Allen feeling loose before the main event 💪 #ufcvegas117,shorts,3772.0,0.014725,0.000336,1.464633,short,60.22614,57.795177,46.822352,,0.0,100.0,36.057692,61.5737,56.0,True,False,False,False,False
USHYZZPT8qM,2026-05-18T12:49:30.314781+00:00,UCpcTrCXblq78GZrTUTLWeBw,FIFA,San Francisco | The World Arrives | FIFA World Cup 2026™,shorts,3772.0,0.036035,0.002942,0.74248,short,73.784726,76.115293,63.128035,,45.023483,100.0,36.057692,76.232821,56.0,True,False,False,False,False
NMXRP3a-TGA,2026-05-18T12:49:30.314781+00:00,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,Military Veteran is Leaving America To Become a Passport Bro,shorts,3764.0,0.030131,0.001784,2.867295,short,62.876566,59.837031,63.537293,,33.832888,100.0,86.538462,45.32471,60.0,False,False,False,False,False
GaveEZKnHdg,2026-05-18T12:49:30.314781+00:00,UCurvRE5fGcdUgCYWgh-BDsg,DAZN Boxing,This is why Oleksandr Usyk has stayed at the top of the game for so long 🙌,shorts,3740.0,0.023347,0.001582,0.975328,short,69.952415,71.915612,59.075496,,31.689562,100.0,36.057692,81.48747,74.0,False,False,False,False,False
mtkyom9C-ME,2026-05-18T12:49:30.314781+00:00,UC16niRr50-MSBwiO3YDb3RA,BBC News,Hezbollah drone strike videos show evolving tactics against Israel. #Israel #Lebanon #BBCNews,shorts,3723.0,0.022094,0.003538,0.961369,short,70.767744,73.688801,62.139064,,35.413558,100.0,36.057692,89.032606,93.0,False,False,False,False,False
f2jw7wnW_sY,2026-05-18T12:49:30.314781+00:00,UCupvZG-5ko_eiXAupbDfxWw,CNN,Did China change Marco Rubio’s name to let him in?,shorts,3695.0,0.013595,0.00064,3.822735,mid,60.006052,59.846754,54.585128,,0.0,100.0,36.057692,81.325788,50.0,False,True,False,False,False
MhTw1sd52rk,2026-05-18T12:49:30.314781+00:00,UCknLrEdhRCp1aegoMqRaCZg,DW News,Italian PM visits victims of car ramming in hospital | DW News,shorts,3667.0,0.024191,0.000887,0.8452,short,71.242291,73.860221,57.32848,,21.248228,94.5,36.057692,84.882781,62.0,False,False,False,False,False
sOESuWWM5qE,2026-05-18T12:49:30.314781+00:00,UCaY_-ksFSQtTGk0y1HA_3YQ,Ibai,¿Seré el próximo presidente del Real Madrid?,shorts,3642.0,0.094574,0.001033,5.781057,short,58.009057,50.395017,53.154979,,47.125037,46.0,36.057692,3.988143,44.0,False,True,False,False,False
_C0WxnxzhcI,2026-05-18T12:49:30.314781+00:00,UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,2 Ways To Grow A Business,shorts,3639.0,0.032782,0.000204,5.07571,short,70.702962,74.785956,60.857536,,16.095548,100.0,89.423077,95.553759,25.0,True,False,False,False,False
wmeUOPjA_qc,2026-05-18T12:49:30.314781+00:00,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,"This Military Cook Makes $4,000 a Month Forever",shorts,3616.0,0.026241,0.000833,13.61689,short,53.313787,48.530376,,,19.132914,100.0,86.538462,44.758825,47.0,True,False,False,False,False
PVO1IavIf1k,2026-05-18T12:49:30.314781+00:00,UC4PooiX37Pld1T8J5SYT-SQ,Good Mythical Morning,he's back...💖💜💙,shorts,3615.0,0.023218,0.000241,5.815617,short,55.793801,51.064037,49.242225,,8.202804,49.0,36.057692,40.743735,15.0,False,False,False,False,False
kQpXEqsK0ys,2026-05-18T12:49:30.314781+00:00,UCvgfXK4nTYKudb0rFR6noLA,UFC,최두호는 역시 타격! 기깔나는 펀치👊 #UFCVegas117,shorts,3608.0,0.005428,0.000518,1.449703,short,54.714982,50.894802,46.010835,,0.0,100.0,36.057692,60.657505,33.0,True,False,False,False,False
Z1jIWKwoPGQ,2026-05-18T12:49:30.314781+00:00,UCupvZG-5ko_eiXAupbDfxWw,CNN,Pope Leo greets young Catholics with viral 6-7 motion,shorts,3543.0,0.020911,0.002146,1.314101,short,67.867863,69.36837,58.600407,,25.066128,100.0,36.057692,80.921584,53.0,True,False,False,False,False
oqmbgs3bV-I,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,Jaime Higuera tenía razón cuando dijo esto #shorts,shorts,3521.0,0.107133,0.003422,0.950177,short,82.745645,89.827919,67.684554,,57.561418,100.0,91.346154,99.784425,50.0,False,False,False,False,False
YdMylxdxrWk,2026-05-18T12:49:30.314781+00:00,UCknLrEdhRCp1aegoMqRaCZg,DW News,Pope Leo XIV greets young Catholics with viral 6-7 meme | DW News,shorts,3504.0,0.017198,0.000625,0.70093,short,67.59769,69.278706,54.386281,,1.420932,94.5,36.057692,84.37079,65.0,True,False,False,False,False
LK_YkMLmfKc,2026-05-18T12:49:30.314781+00:00,UCFxHplbcoJK9m70c4VyTIxg,MILENIO,Senadora presume frase de Juárez pero termina equivocándose en tribuna,shorts,3495.0,0.00626,0.001346,2.575825,short,59.193228,59.692656,51.419339,,0.0,100.0,36.057692,90.730261,70.0,False,False,False,False,False
bj3M118GvB8,2026-05-18T12:49:30.314781+00:00,UCey-eDTR5J6xU6pZ2f4guoA,Adin Live,Drake hung up quick 🤣😭🤞 #adinross #drake #iceman,shorts,3491.0,0.030199,0.001074,2.620154,short,68.410266,69.46955,53.955956,,27.255603,61.0,36.057692,73.376448,48.0,False,False,False,False,False
WKnBM1uAlkE,2026-05-18T12:49:30.314781+00:00,UC16niRr50-MSBwiO3YDb3RA,BBC News,Keir Starmer hits back at Kemi Badenoch with jibe at Conservative election losses. #BBCNews,shorts,3489.0,0.00801,0.001262,4.775212,short,56.597481,56.485205,55.094223,,0.0,100.0,36.057692,88.628402,91.0,False,False,False,False,False
duDgVfn1lCk,2026-05-18T12:49:30.314781+00:00,UCoOae5nYA7VqaXzerajD0lg,Ali Abdaal,Rating self-help & productivity books,shorts,3488.0,0.031044,0.000461,3.116971,short,71.989686,76.035198,65.562146,,24.30349,86.0,93.269231,93.317165,37.0,False,False,False,False,False
up__2flbXw4,2026-05-18T12:49:30.314781+00:00,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,"Couple Spent $10,000 on Squishmallows",shorts,3484.0,0.02015,0.000464,25.866636,short,48.247669,42.362204,,,2.099503,100.0,86.538462,44.246834,37.0,True,False,False,False,False
1HFNCAAqC0w,2026-05-18T12:49:30.314781+00:00,UCJHA_jMfCvEnv-3kRjTCQXw,Binging with Babish,How to make the pork picnic from Regular Show!,shorts,3440.0,0.020282,0.0003,2.6802,short,60.877565,58.696156,44.985881,,8.144098,46.0,36.057692,58.959849,46.0,False,False,False,False,False
x9cW0AqikCM,2026-05-18T12:49:30.314781+00:00,UCJ5v_MCY6GNUBTO8-D3XoAg,WWE,Down goes Solo! 🤣,shorts,3431.0,0.019849,0.000162,3.804911,short,58.539374,55.599811,51.508925,,0.0,100.0,36.057692,55.834007,17.0,False,False,False,False,False
XZhtfrppsqo,2026-05-18T12:49:30.314781+00:00,UCA2tt9GSU2sl8rAqjlLR3mQ,GeorgeNotFound,Minecraft Arrow Toss...,shorts,3428.0,0.042624,0.000185,5.59218,short,62.974058,60.792376,49.005055,,20.962505,43.0,36.057692,50.107788,23.0,False,False,False,False,False
H_3eAu8F0So,2026-05-18T12:49:30.314781+00:00,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,Pistons wild sequence leads to a bucket! 💪,shorts,3424.0,0.024436,0.000902,2.479772,short,69.657974,72.839781,54.358744,,23.842412,100.0,36.057692,90.999731,42.0,False,False,False,False,False
tI2ZuhhrzA0,2026-05-18T12:49:30.314781+00:00,UCpEhnqL0y41EpW2TvWAHD7Q,SET India,A Gift For The Dancer  | Tum Ho Naa-Ghar Ki Superstar | #shorts #tumhona #rajeevkhandelwal,shorts,3404.0,0.007624,0.000164,2.096555,short,55.94208,53.462688,42.526111,,0.0,100.0,36.057692,69.17273,90.0,False,False,False,False,False
Mc3aDdjhZaE,2026-05-18T12:49:30.314781+00:00,UCvgfXK4nTYKudb0rFR6noLA,UFC,FINISH FOR THE BDAY BOY! #ufcvegas117,shorts,3404.0,0.010336,0.000368,1.585744,short,56.551506,53.235445,45.175671,,0.0,100.0,36.057692,59.525734,37.0,True,False,False,False,False
Iznh6edBkco,2026-05-18T12:49:30.314781+00:00,UCafNntv_qTQB26AvbEQNHPw,Aristegui Noticias,¡Al fin! América Femenil conquista la Liga MX y rompe la sequía de títulos,shorts,3388.0,0.037514,0.001125,0.638511,short,76.764439,81.331971,61.302147,,39.920179,100.0,36.057692,89.490703,74.0,False,False,False,False,False
6HBpYZ9kSI4,2026-05-18T12:49:30.314781+00:00,UCsN32BtMd0IoByjJRNF12cw,60 Minutes,Netanyahu on declining U.S. support for Israel #shorts,shorts,3357.0,0.030652,0.008093,6.501126,mid,68.097736,71.548994,55.943877,,46.604939,100.0,36.057692,93.371059,54.0,False,False,False,False,False
reCJ5EuvukI,2026-05-18T12:49:30.314781+00:00,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,"Rest in Peace, Charlie Kirk....",shorts,3348.0,0.03632,0.000724,16.61696,short,55.289376,51.083368,,,32.88314,100.0,86.538462,43.519267,31.0,False,False,False,False,False
5d7mDamuApU,2026-05-18T12:49:30.314781+00:00,UCiWLfSweyRNmLpgEHekhoAg,ESPN,Caitlin Clark is a game changer 😤,shorts,3336.0,0.007755,0.000774,2.420536,short,60.142808,61.137103,49.451635,,0.0,100.0,36.057692,92.508758,33.0,False,False,False,False,False
Dl88JoqqCbM,2026-05-18T12:49:30.314781+00:00,UCnsvJeZO4RigQ898WdDNoBw,EL PAÍS,Javier Bardem agradece en Cannes al guionista Paul Laverty su comentario sobre Gaza #shorts,shorts,3333.0,0.018887,0.000721,1.471809,short,69.920688,73.874082,55.00722,,12.855654,100.0,36.057692,98.625707,91.0,False,False,False,False,False
lRB_JQE5RHo,2026-05-18T12:49:30.314781+00:00,UCTv-XvfzLX3i4IGWAm4sbmA,LALIGA EA SPORTS,Viendo un saque de esquina desde el POV del árbitro.👀 #RefCam,shorts,3330.0,0.015507,0.000234,0.792006,short,67.301948,69.642119,50.727135,,0.0,100.0,36.057692,90.299111,61.0,False,False,False,False,False
fTe416rfdyM,2026-05-18T12:49:30.314781+00:00,UC16niRr50-MSBwiO3YDb3RA,BBC News,Czechia’s Eurovision performance hit with technical difficulties. #DanielZizka #BBCNews,shorts,3322.0,0.010112,0.000798,1.336439,short,62.447654,63.462752,52.100478,,0.0,100.0,36.057692,88.197251,87.0,False,False,False,False,False
ybAYBwr_KFY,2026-05-18T12:49:30.314781+00:00,UCUP6qv-_EIL0hwTsJaKYnvw,Azteca Noticias,Momento exacto del colapso de una grúa en una obra en CDMX,shorts,3318.0,0.013736,0.000342,2.346207,short,63.675267,65.36269,47.728015,,0.0,100.0,36.057692,90.433845,58.0,False,False,False,False,False
3duWdYNv3yY,2026-05-18T12:49:30.314781+00:00,UC52hytXteCKmuOzMViTK8_w,CdeCiencia,¿Cómo funciona el juego de Oiuja?,shorts,3308.0,0.060974,0.000424,5.665524,short,67.506803,67.962416,61.212879,,31.923033,100.0,81.25,65.23848,33.0,False,True,False,False,False
Jv_D2WMYSoU,2026-05-18T12:49:30.314781+00:00,UCvgfXK4nTYKudb0rFR6noLA,UFC,Dooho throwing HAYMAKERS 👊 #ufcvegas117,shorts,3275.0,0.023104,0.001344,1.427816,short,64.189778,62.764756,54.530787,,29.25183,100.0,36.057692,58.852061,39.0,True,False,False,False,False
IM4NXjEW8vA,2026-05-18T12:49:30.314781+00:00,UCWBWgCD4oAqT3hUeq40SCUw,Sambucha,Actors Who Got Paid For Doing Nothing,shorts,3271.0,0.048689,0.00035,11.732295,short,58.612771,55.192878,,,27.067203,100.0,90.865385,43.815683,37.0,False,False,False,False,False
_6RmQ1QgpdQ,2026-05-18T12:49:30.314781+00:00,UCoLrcjPV5PbUrUyXq5mjc_A,MLB,INSANE play from Aroldis Chapman to win it for Red Sox 😱😱,shorts,3242.0,0.015725,0.000687,1.453835,short,64.801404,65.934713,52.22859,,0.121348,100.0,36.057692,83.050391,57.0,False,False,False,False,False
wcN1G1LY60s,2026-05-18T12:49:30.314781+00:00,UC16niRr50-MSBwiO3YDb3RA,BBC News,Antigoni performs for Cyprus at Eurovision. #Jalla #BBCNews,shorts,3232.0,0.008688,0.000588,1.367168,short,61.301535,62.044733,50.25757,,0.0,100.0,36.057692,87.927782,59.0,False,False,False,False,False
0nd-ffj3Iyo,2026-05-18T12:49:30.314781+00:00,UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,Secret Shopping For Leads,shorts,3231.0,0.022367,0.000331,1.242411,short,71.361637,75.344095,63.689159,,1.991124,100.0,89.423077,95.095662,25.0,False,False,False,False,False
FUWebtR92ho,2026-05-18T12:49:30.314781+00:00,UCFxHplbcoJK9m70c4VyTIxg,MILENIO,Sheinbaum asegura que consulados mexicanos en EU no hacen política,shorts,3228.0,0.01216,0.000616,0.784274,short,65.141688,67.012306,53.175109,,0.0,100.0,36.057692,90.353005,66.0,False,False,False,False,False
JDDnjO6mGF8,2026-05-18T12:49:30.314781+00:00,UCTHaNTsP7hsVgBxARZTuajw,LUZU TV,La canción se puso muy personal #fmluzu,shorts,3220.0,0.030564,0.000294,4.776636,short,68.021586,70.628036,50.61038,,23.117483,100.0,36.057692,85.529507,39.0,False,False,False,False,False
Lh-jGTsZ7_w,2026-05-18T12:49:30.314781+00:00,UChGJGhZ9SOOHvBB0Y4DOO_w,Ryan's World,Catching The Train!,shorts,3219.0,0.006843,0.0,3.617469,short,49.739295,44.207136,50.613083,,0.0,62.75,36.057692,50.107788,19.0,False,False,False,False,False
rwYTciiMwHQ,2026-05-18T12:49:30.314781+00:00,UCiWLfSweyRNmLpgEHekhoAg,ESPN,The Spurs eliminate the Timberwolves in the NBA playoffs,shorts,3162.0,0.020294,0.001787,1.981427,short,68.330766,71.381477,57.452535,,26.72061,100.0,36.057692,92.185395,56.0,False,False,False,False,False
ukohMnXoE9A,2026-05-18T12:49:30.314781+00:00,UCwd8Byi93KbnsYmCcKLExvQ,Negocios TV,China-EEUU | El nombre del conflicto: TAIWÁN,shorts,3140.0,0.018403,0.000343,4.003059,mid,63.689388,65.451214,52.037795,,3.46603,100.0,36.057692,88.466721,44.0,False,False,False,False,False
WjsKG4KdW9c,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,Me cambió la vida cuando Jaime Higuera dijo esto #shorts,shorts,3125.0,0.102394,0.000989,1.908742,short,80.679647,87.606051,85.462571,,47.547537,100.0,91.346154,99.757478,56.0,False,False,False,False,False
3SFlwYVEubU,2026-05-18T12:49:30.314781+00:00,UC52hytXteCKmuOzMViTK8_w,CdeCiencia,¿De donde viene el símbolo de igual?,shorts,3119.0,0.068188,0.000333,7.664876,short,65.921092,66.085682,,,33.545893,100.0,81.25,63.810294,36.0,False,True,False,False,False
3WduGULFLL0,2026-05-18T12:49:30.314781+00:00,UCpcTrCXblq78GZrTUTLWeBw,FIFA,Figo Turns On The Style In 2006! #shorts #figo #portugal,shorts,3119.0,0.011285,0.000211,3.096867,short,57.350097,55.97327,52.731436,,0.0,100.0,36.057692,73.672864,56.0,True,False,False,False,False
oZnUxsLlsZc,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,Esta es la decisión más peligrosa que puedes tomar #shorts,shorts,3099.0,0.089064,0.001268,0.825351,short,82.247808,89.425478,64.262567,,47.122981,100.0,91.346154,99.730531,58.0,False,False,False,False,False
