creative_package_id,content_format,hook_id,hook_text,hook_type,expected_use,risk
cp_1571_bf3a99f2ba,videos,cp_1571_bf3a99f2ba_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_1571_bf3a99f2ba,videos,cp_1571_bf3a99f2ba_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_1571_bf3a99f2ba,videos,cp_1571_bf3a99f2ba_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1572_ffb8c95f4f,videos,cp_1572_ffb8c95f4f_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_1572_ffb8c95f4f,videos,cp_1572_ffb8c95f4f_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_1572_ffb8c95f4f,videos,cp_1572_ffb8c95f4f_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_1572_ffb8c95f4f,videos,cp_1572_ffb8c95f4f_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_1572_ffb8c95f4f,videos,cp_1572_ffb8c95f4f_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_1572_ffb8c95f4f,videos,cp_1572_ffb8c95f4f_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1573_defa572af8,videos,cp_1573_defa572af8_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_1573_defa572af8,videos,cp_1573_defa572af8_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_1573_defa572af8,videos,cp_1573_defa572af8_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_1573_defa572af8,videos,cp_1573_defa572af8_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_1573_defa572af8,videos,cp_1573_defa572af8_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_1573_defa572af8,videos,cp_1573_defa572af8_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1574_0ec018207d,videos,cp_1574_0ec018207d_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_1574_0ec018207d,videos,cp_1574_0ec018207d_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_1574_0ec018207d,videos,cp_1574_0ec018207d_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_1574_0ec018207d,videos,cp_1574_0ec018207d_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_1574_0ec018207d,videos,cp_1574_0ec018207d_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_1574_0ec018207d,videos,cp_1574_0ec018207d_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1575_35d94803f2,videos,cp_1575_35d94803f2_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_1575_35d94803f2,videos,cp_1575_35d94803f2_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_1575_35d94803f2,videos,cp_1575_35d94803f2_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_1575_35d94803f2,videos,cp_1575_35d94803f2_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_1575_35d94803f2,videos,cp_1575_35d94803f2_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_1575_35d94803f2,videos,cp_1575_35d94803f2_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1576_1e92d19e6a,videos,cp_1576_1e92d19e6a_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_1576_1e92d19e6a,videos,cp_1576_1e92d19e6a_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_1576_1e92d19e6a,videos,cp_1576_1e92d19e6a_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_1576_1e92d19e6a,videos,cp_1576_1e92d19e6a_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_1576_1e92d19e6a,videos,cp_1576_1e92d19e6a_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_1576_1e92d19e6a,videos,cp_1576_1e92d19e6a_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1577_1aceb12a63,videos,cp_1577_1aceb12a63_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_1577_1aceb12a63,videos,cp_1577_1aceb12a63_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_1577_1aceb12a63,videos,cp_1577_1aceb12a63_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_1577_1aceb12a63,videos,cp_1577_1aceb12a63_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_1577_1aceb12a63,videos,cp_1577_1aceb12a63_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_1577_1aceb12a63,videos,cp_1577_1aceb12a63_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1578_3fd52ebab0,shorts,cp_1578_3fd52ebab0_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_1578_3fd52ebab0,shorts,cp_1578_3fd52ebab0_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_1578_3fd52ebab0,shorts,cp_1578_3fd52ebab0_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_1578_3fd52ebab0,shorts,cp_1578_3fd52ebab0_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_1578_3fd52ebab0,shorts,cp_1578_3fd52ebab0_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_1578_3fd52ebab0,shorts,cp_1578_3fd52ebab0_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1580_b50914668a,videos,cp_1580_b50914668a_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_1580_b50914668a,videos,cp_1580_b50914668a_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_1580_b50914668a,videos,cp_1580_b50914668a_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_1580_b50914668a,videos,cp_1580_b50914668a_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_1580_b50914668a,videos,cp_1580_b50914668a_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_1580_b50914668a,videos,cp_1580_b50914668a_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1581_b69d9692dc,videos,cp_1581_b69d9692dc_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_1581_b69d9692dc,videos,cp_1581_b69d9692dc_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_1581_b69d9692dc,videos,cp_1581_b69d9692dc_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_1581_b69d9692dc,videos,cp_1581_b69d9692dc_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_1581_b69d9692dc,videos,cp_1581_b69d9692dc_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_1581_b69d9692dc,videos,cp_1581_b69d9692dc_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1582_a64936a1c4,videos,cp_1582_a64936a1c4_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_1582_a64936a1c4,videos,cp_1582_a64936a1c4_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_1582_a64936a1c4,videos,cp_1582_a64936a1c4_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_1582_a64936a1c4,videos,cp_1582_a64936a1c4_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_1582_a64936a1c4,videos,cp_1582_a64936a1c4_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_1582_a64936a1c4,videos,cp_1582_a64936a1c4_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1583_cd7115b9a4,shorts,cp_1583_cd7115b9a4_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_1583_cd7115b9a4,shorts,cp_1583_cd7115b9a4_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_1583_cd7115b9a4,shorts,cp_1583_cd7115b9a4_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_1583_cd7115b9a4,shorts,cp_1583_cd7115b9a4_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_1583_cd7115b9a4,shorts,cp_1583_cd7115b9a4_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_1583_cd7115b9a4,shorts,cp_1583_cd7115b9a4_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1584_976844a608,videos,cp_1584_976844a608_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_1584_976844a608,videos,cp_1584_976844a608_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_1584_976844a608,videos,cp_1584_976844a608_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_1584_976844a608,videos,cp_1584_976844a608_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_1584_976844a608,videos,cp_1584_976844a608_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_1584_976844a608,videos,cp_1584_976844a608_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1585_bcf635a506,shorts,cp_1585_bcf635a506_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_1585_bcf635a506,shorts,cp_1585_bcf635a506_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_1585_bcf635a506,shorts,cp_1585_bcf635a506_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_1585_bcf635a506,shorts,cp_1585_bcf635a506_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_1585_bcf635a506,shorts,cp_1585_bcf635a506_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_1585_bcf635a506,shorts,cp_1585_bcf635a506_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1586_2d11c46de8,videos,cp_1586_2d11c46de8_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_1586_2d11c46de8,videos,cp_1586_2d11c46de8_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_1586_2d11c46de8,videos,cp_1586_2d11c46de8_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_1586_2d11c46de8,videos,cp_1586_2d11c46de8_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_1586_2d11c46de8,videos,cp_1586_2d11c46de8_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_1586_2d11c46de8,videos,cp_1586_2d11c46de8_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1587_c594df99b5,videos,cp_1587_c594df99b5_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_1587_c594df99b5,videos,cp_1587_c594df99b5_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_1587_c594df99b5,videos,cp_1587_c594df99b5_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_1587_c594df99b5,videos,cp_1587_c594df99b5_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_1587_c594df99b5,videos,cp_1587_c594df99b5_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_1587_c594df99b5,videos,cp_1587_c594df99b5_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1588_231c5fa927,videos,cp_1588_231c5fa927_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_1588_231c5fa927,videos,cp_1588_231c5fa927_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_1588_231c5fa927,videos,cp_1588_231c5fa927_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_1588_231c5fa927,videos,cp_1588_231c5fa927_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_1588_231c5fa927,videos,cp_1588_231c5fa927_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_1588_231c5fa927,videos,cp_1588_231c5fa927_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1589_dbd3bfe3a5,shorts,cp_1589_dbd3bfe3a5_h1,¿Qué cambia realmente con tema clave?,question_hook,intro,low
cp_1589_dbd3bfe3a5,shorts,cp_1589_dbd3bfe3a5_h2,"Muchos simplifican tema clave, pero hay matices críticos.",contrast_hook,intro,medium
cp_1589_dbd3bfe3a5,shorts,cp_1589_dbd3bfe3a5_h3,Los datos recientes de tema clave muestran una señal accionable.,data_hook,intro,low
cp_1589_dbd3bfe3a5,shorts,cp_1589_dbd3bfe3a5_h4,Error común: ejecutar tema clave sin validar evidencia.,mistake_hook,middle,medium
cp_1589_dbd3bfe3a5,shorts,cp_1589_dbd3bfe3a5_h5,En este video saldrás con un plan claro sobre tema clave.,promise_hook,intro,low
cp_1589_dbd3bfe3a5,shorts,cp_1589_dbd3bfe3a5_h6,Hay un detalle de tema clave que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1590_9093c39b7e,shorts,cp_1590_9093c39b7e_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_1590_9093c39b7e,shorts,cp_1590_9093c39b7e_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_1590_9093c39b7e,shorts,cp_1590_9093c39b7e_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_1590_9093c39b7e,shorts,cp_1590_9093c39b7e_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_1590_9093c39b7e,shorts,cp_1590_9093c39b7e_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_1590_9093c39b7e,shorts,cp_1590_9093c39b7e_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1591_c6316f48d9,shorts,cp_1591_c6316f48d9_h1,¿Qué cambia realmente con tema clave?,question_hook,intro,low
cp_1591_c6316f48d9,shorts,cp_1591_c6316f48d9_h2,"Muchos simplifican tema clave, pero hay matices críticos.",contrast_hook,intro,medium
cp_1591_c6316f48d9,shorts,cp_1591_c6316f48d9_h3,Los datos recientes de tema clave muestran una señal accionable.,data_hook,intro,low
cp_1591_c6316f48d9,shorts,cp_1591_c6316f48d9_h4,Error común: ejecutar tema clave sin validar evidencia.,mistake_hook,middle,medium
cp_1591_c6316f48d9,shorts,cp_1591_c6316f48d9_h5,En este video saldrás con un plan claro sobre tema clave.,promise_hook,intro,low
cp_1591_c6316f48d9,shorts,cp_1591_c6316f48d9_h6,Hay un detalle de tema clave que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1592_a528fdccc0,videos,cp_1592_a528fdccc0_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_1592_a528fdccc0,videos,cp_1592_a528fdccc0_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_1592_a528fdccc0,videos,cp_1592_a528fdccc0_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_1592_a528fdccc0,videos,cp_1592_a528fdccc0_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_1592_a528fdccc0,videos,cp_1592_a528fdccc0_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_1592_a528fdccc0,videos,cp_1592_a528fdccc0_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1593_57b1a8dd0f,shorts,cp_1593_57b1a8dd0f_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_1593_57b1a8dd0f,shorts,cp_1593_57b1a8dd0f_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_1593_57b1a8dd0f,shorts,cp_1593_57b1a8dd0f_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_1593_57b1a8dd0f,shorts,cp_1593_57b1a8dd0f_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_1593_57b1a8dd0f,shorts,cp_1593_57b1a8dd0f_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_1593_57b1a8dd0f,shorts,cp_1593_57b1a8dd0f_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1594_0fa8de347f,videos,cp_1594_0fa8de347f_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_1594_0fa8de347f,videos,cp_1594_0fa8de347f_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_1594_0fa8de347f,videos,cp_1594_0fa8de347f_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_1594_0fa8de347f,videos,cp_1594_0fa8de347f_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_1594_0fa8de347f,videos,cp_1594_0fa8de347f_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_1594_0fa8de347f,videos,cp_1594_0fa8de347f_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1595_ebc50c03c9,videos,cp_1595_ebc50c03c9_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_1595_ebc50c03c9,videos,cp_1595_ebc50c03c9_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_1595_ebc50c03c9,videos,cp_1595_ebc50c03c9_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_1595_ebc50c03c9,videos,cp_1595_ebc50c03c9_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_1595_ebc50c03c9,videos,cp_1595_ebc50c03c9_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_1595_ebc50c03c9,videos,cp_1595_ebc50c03c9_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1596_6537355137,videos,cp_1596_6537355137_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_1596_6537355137,videos,cp_1596_6537355137_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_1596_6537355137,videos,cp_1596_6537355137_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_1596_6537355137,videos,cp_1596_6537355137_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_1596_6537355137,videos,cp_1596_6537355137_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_1596_6537355137,videos,cp_1596_6537355137_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1597_245b975a41,shorts,cp_1597_245b975a41_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_1597_245b975a41,shorts,cp_1597_245b975a41_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_1597_245b975a41,shorts,cp_1597_245b975a41_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_1597_245b975a41,shorts,cp_1597_245b975a41_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_1597_245b975a41,shorts,cp_1597_245b975a41_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_1597_245b975a41,shorts,cp_1597_245b975a41_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1598_d4d348a88c,videos,cp_1598_d4d348a88c_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_1598_d4d348a88c,videos,cp_1598_d4d348a88c_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_1598_d4d348a88c,videos,cp_1598_d4d348a88c_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_1598_d4d348a88c,videos,cp_1598_d4d348a88c_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_1598_d4d348a88c,videos,cp_1598_d4d348a88c_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_1598_d4d348a88c,videos,cp_1598_d4d348a88c_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1599_2f1934542c,videos,cp_1599_2f1934542c_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_1599_2f1934542c,videos,cp_1599_2f1934542c_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_1599_2f1934542c,videos,cp_1599_2f1934542c_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_1599_2f1934542c,videos,cp_1599_2f1934542c_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_1599_2f1934542c,videos,cp_1599_2f1934542c_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_1599_2f1934542c,videos,cp_1599_2f1934542c_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1600_063fb01e36,shorts,cp_1600_063fb01e36_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_1600_063fb01e36,shorts,cp_1600_063fb01e36_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_1600_063fb01e36,shorts,cp_1600_063fb01e36_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_1600_063fb01e36,shorts,cp_1600_063fb01e36_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_1600_063fb01e36,shorts,cp_1600_063fb01e36_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_1600_063fb01e36,shorts,cp_1600_063fb01e36_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1601_20030ed00c,shorts,cp_1601_20030ed00c_h1,¿Qué cambia realmente con tema clave?,question_hook,intro,low
cp_1601_20030ed00c,shorts,cp_1601_20030ed00c_h2,"Muchos simplifican tema clave, pero hay matices críticos.",contrast_hook,intro,medium
cp_1601_20030ed00c,shorts,cp_1601_20030ed00c_h3,Los datos recientes de tema clave muestran una señal accionable.,data_hook,intro,low
cp_1601_20030ed00c,shorts,cp_1601_20030ed00c_h4,Error común: ejecutar tema clave sin validar evidencia.,mistake_hook,middle,medium
cp_1601_20030ed00c,shorts,cp_1601_20030ed00c_h5,En este video saldrás con un plan claro sobre tema clave.,promise_hook,intro,low
cp_1601_20030ed00c,shorts,cp_1601_20030ed00c_h6,Hay un detalle de tema clave que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1602_2404ceec14,videos,cp_1602_2404ceec14_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_1602_2404ceec14,videos,cp_1602_2404ceec14_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_1602_2404ceec14,videos,cp_1602_2404ceec14_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_1602_2404ceec14,videos,cp_1602_2404ceec14_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_1602_2404ceec14,videos,cp_1602_2404ceec14_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_1602_2404ceec14,videos,cp_1602_2404ceec14_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1603_9b368b3f88,videos,cp_1603_9b368b3f88_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_1603_9b368b3f88,videos,cp_1603_9b368b3f88_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_1603_9b368b3f88,videos,cp_1603_9b368b3f88_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_1603_9b368b3f88,videos,cp_1603_9b368b3f88_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_1603_9b368b3f88,videos,cp_1603_9b368b3f88_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_1603_9b368b3f88,videos,cp_1603_9b368b3f88_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1604_35c319c331,videos,cp_1604_35c319c331_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_1604_35c319c331,videos,cp_1604_35c319c331_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_1604_35c319c331,videos,cp_1604_35c319c331_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_1604_35c319c331,videos,cp_1604_35c319c331_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_1604_35c319c331,videos,cp_1604_35c319c331_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_1604_35c319c331,videos,cp_1604_35c319c331_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_1605_170cfa3742,shorts,cp_1605_170cfa3742_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_1605_170cfa3742,shorts,cp_1605_170cfa3742_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_1605_170cfa3742,shorts,cp_1605_170cfa3742_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_1605_170cfa3742,shorts,cp_1605_170cfa3742_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_1605_170cfa3742,shorts,cp_1605_170cfa3742_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
